episode,wind_speed,twa,ref_speed,avg_boat_speed,tail_avg_boat_speed,tail_avg_speed_error,tail_trim_efficiency,avg_trim_efficiency,avg_reward
1,7.601751000000001,125.694984,4.474827896511041,3.3417361063775206,3.4861431943533843,0.9886847021576566,0.7790563737817672,0.7467853923461557,0.4835707846923125
2,9.513431000000002,165.28061,4.2390756560748,3.922933600889853,4.087628669866129,0.15144698620867114,0.9642735826166159,0.9254219360930952,0.8408438721861872
3,2.4846156,20.398300000000024,0.7569810060616007,0.787009733014504,0.712528179548231,0.04445282651336968,0.9412761665650667,1.0396690626481306,0.9665726236885982
4,2.6894913,12.766732,0.617798023514636,0.4320380469931584,0.410521627431484,0.20727639608315196,0.6644916490603803,0.6993192443952901,0.38863848879058077
5,3.2698780000000003,172.30904,1.7725602222520003,1.62944618388384,1.8351296140880666,0.06256939183606636,1.035298880709719,0.9192613957079925,0.8135983689384761
6,4.070210500000001,96.68456,3.7149505630740007,1.8410989446253168,2.1972214803790386,1.517729082694962,0.5914537604400607,0.49559177527839393,-0.018816449443211817
7,2.6148863,33.409836,1.633145832300185,0.6240998393957604,0.6329501820300854,1.0001956502700997,0.3875650107367412,0.3821458115083053,-0.2457083769833897
8,4.8594437,95.62312,3.9560921134528,2.309959693776275,2.6458429965134034,1.3102491169393966,0.6688021715965969,0.583899370270271,0.15779874054054166
9,1.3850768,49.785732,1.3066365766316799,0.5078358940312873,0.5169807917421271,0.7896557848895528,0.3956576763485596,0.38865886897213225,-0.2326822620557361
10,1.1449635,53.29962000000007,1.134939630798376,0.5834680802903892,0.5732505100140828,0.5616891207842931,0.5050933939198409,0.5140961373248971,0.018192274649792742
11,4.555199,16.80009999999996,1.1503980886639988,0.33362622624595767,0.34614932007339483,0.804248768590604,0.30089524963953235,0.29000937113291836,-0.42998125773416307
12,4.07301,125.30318999999999,3.4936079886194005,1.354930030995808,1.1499910980359171,2.3436168905834833,0.32917004477378964,0.3878311577628513,-0.23433768447429834
13,7.393879999999999,134.05191,4.348572376358801,4.17610815531663,4.305151805369173,0.04342057098962826,0.9900149825663047,0.9603400366566781,0.9106718205074296
14,2.7137306,141.6412,2.1748308419124,0.6339308235119446,0.6172797497321693,1.5575510921802307,0.2838288559442053,0.29148511750665995,-0.42702976498668016
15,6.8742814,126.11312,4.31715938313744,3.8078359669303623,4.038302962938466,0.2788564201989745,0.9354074298743358,0.8820234855825648,0.7540469711651315
16,1.7738315,35.695408,1.18720573342035,0.8303994403711575,0.7315072438227417,0.4556984895976084,0.6161587863253178,0.6994570671241354,0.38891413424827187
17,8.297441500000001,171.47281000000004,3.9005558083042366,3.7051303736192476,4.019240696926612,0.1186848886223757,1.0304276863234971,0.9498980544595891,0.8657704985760436
18,3.6443229,60.96823,3.3289920534236006,1.1776297687066917,1.512280955402467,1.8167110980211336,0.45427592830905306,0.35374964848462015,-0.3025007030307591
19,3.6739295,122.31141000000001,3.31233518819155,2.244656785408507,2.7750076160457757,0.5373275721457742,0.837779831563743,0.6776659540407305,0.34533190808146097
20,4.143297999999999,129.02127,3.4715909532835996,2.4077731502221416,2.627300496542872,0.8442904567407274,0.7568001333964313,0.6935647611204762,0.3771295222409526
21,5.1360564,90.85641,4.0145538698604,2.8130426173066523,3.2047953974917465,0.8097584723686535,0.7982942816017533,0.7007111396426416,0.39142227928528084
22,1.7596195999999997,118.80959,1.8580739238401798,0.4132812447903713,0.5844295118789056,1.2736444119612742,0.31453512391532523,0.2224245437642342,-0.5651509124715329
